,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,1.4,,48,,,,,,,,,,9,,Daniel DaPrato,,108,,44.4,2,514,4.8,daniel-daprato-1,22,,QB,,73.9,,,,,22,0,21,1.0,0,,,Career,,,Louisiana-Monroe,,,,,21,1.0,,,,
Career,14.5,,1,,,,,,,,,,0,,Kjell Nesen,,2,,50.0,0,29,14.5,kjell-nesen-1,2,,QB,,171.8,,,,,2,0,1,0.5,0,,,Career,,,Louisiana-Monroe,,,,,1,0.5,,,,
Career,4.3,,32,,,,,,,,,,2,,Adam Mallette,,70,,45.7,2,351,5.0,adam-mallette-1,10,,QB,,91.5,,,,,10,0,-23,-2.3,0,,,Career,,,Idaho,,,,,-23,-2.3,,,,
Career,4.8,,354,,,,,,,,,,22,,Michael Harrington,,615,,57.6,20,3567,5.8,michael-harrington-1,93,14,QB,,109.9,,,,,93,1,-196,-2.1,1,,,Career,,,Idaho,,1,4.0,,-196,-2.1,,,,
Career,7.3,,96,,,,,,,,,,7,,Jason Whieldon,,165,,58.2,15,1223,7.4,jason-whieldon-1,39,8,QB,,142.0,,,,,39,1,156,4.0,1,,,Career,,,Hawaii,,1,1.0,,156,4.0,,,,
Career,6.8,0.0,842,,,,,,,,,,49,,Paul Pinegar,,1405,,59.9,84,10136,7.2,paul-pinegar-1,202,56,QB,,133.3,0.0,-10.0,-5.0,2.0,200,8,9,0.0,8,0.0,,Career,1.0,0.0,Fresno State,1.0,8,4.0,,-1,0.0,,,,
Career,6.7,0.0,682,,,,,,,,,,33,,Jeff Rowe,,1122,,60.8,55,7862,7.0,jeff-rowe-1,317,78,QB,,129.9,,,,,317,13,561,1.8,13,0.0,,Career,3.0,0.0,Nevada,3.0,13,,,561,1.8,,,,
Career,7.0,,536,,,,,,,,,,19,,Scott Rislov,,886,,60.5,40,6267,7.1,scott-rislov-1,126,8,QB,,130.5,1.0,6.0,6.0,1.0,125,0,-18,-0.1,1,,,Career,,,San Jose State,,1,1.0,,-12,-0.1,,,,
Career,2.1,,25,,,,,,,,,,2,,Beau Pierce,,44,,56.8,0,182,4.1,beau-pierce-1,4,6,QB,,82.5,0.0,3.0,3.0,1.0,3,1,6,2.0,1,,,Career,,,San Jose State,,1,,,9,2.3,,,,
Career,4.5,,157,,,,,,,,,,17,,Richard Bartel,,299,,52.5,12,1875,6.3,richard-bartel-1,45,,QB,,107.1,,,,,45,0,-67,-1.5,0,,,Career,,,SMU,,,,,-67,-1.5,,,,
Career,2.7,,115,,,,,,,,,,14,,Tate Wallis,,254,,45.3,4,1224,4.8,tate-wallis-1,123,8,QB,,79.9,,,,,123,1,227,1.8,1,,,Career,,,SMU,,1,1.0,,227,1.8,,,,
Career,4.6,,143,,,,,,,,,,18,,Orlando Cruz,,284,,50.4,9,1948,6.9,orlando-cruz-1,92,30,QB,,105.8,0.0,-6.0,-6.0,1.0,91.0,5.0,165.0,1.8,5,,,Career,,,UTEP,,5,,,159,1.7,,,,
Career,5.9,,142,,,,,,,,,,8,,Wyatt Sexton,,257,,55.3,8,1717,6.7,wyatt-sexton-1,44,,QB,,115.4,,,,,44,0,-111,-2.5,0,,,Career,,,Florida State,,,,,-111,-2.5,,,,
Career,4.4,,13.0,0.0,0.0,,,,,,,,3.0,0.0,Lorne Sam,,25.0,,52.0,3.0,185.0,7.4,lorne-sam-1,141,32,QB,0.0,129.8,1,934,14.6,64,77.0,4.0,436.0,5.7,5,,0.0,Career,,,Overall,,5,1.0,,1370,9.7,,,,
Career,4.5,,156,,,,,,,,,,18,,Joel Statham,,295,,52.9,10,1947,6.6,joel-statham-1,79,14,QB,,107.3,,,,,79,2,70,0.9,2,,,Career,,,Maryland,,2,1.0,,70,0.9,,,,
Career,1.8,,17,,,,,,,,,,2,,Anthony Martinez,,36,,47.2,1,136,3.8,anthony-martinez-2,6,,QB,,77.0,,,,,6,0,-26,-4.3,0,,,Career,,,Virginia,,,,,-26,-4.3,,,,
Career,5.0,0.0,662,,,,,,,,,,55,,Reggie Ball,,1363,,48.6,57,8128,6.0,reggie-ball-1,499,66,QB,,104.4,0.0,53.0,13.3,4.0,495,11,1451,2.9,11,0.0,,Career,1.0,0.0,Georgia Tech,1.0,11,,,1504,3.0,,,,
Career,7.1,0.0,471,0.0,0.0,0.0,0.0,0.0,,,,,20,0.0,Zac Taylor,,822,0.0,57.3,45,5853,7.1,zac-taylor-1,140,16,QB,0.0,130.3,0.0,-4.0,-4.0,1.0,139,2,-64,-0.5,2,0.0,0.0,Career,2.0,0.0,Overall,2.0,2,2.0,,-68,-0.5,0.0,,,
Career,4.5,,288,,,,,,,,,,19,,Mike Schneider,,547,,52.7,12,3098,5.7,mike-schneider-1,180,18,QB,,100.5,0.0,15.0,15.0,1.0,179,3,111,0.6,3,,,Career,,,Duke,,3,,,126,0.7,,,,
Career,5.5,0.0,204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,11,0.0,Dylan Meier,0.0,369,0.0,55.3,12,2289,6.2,dylan-meier-1,105,56,QB,0.0,112.2,0.0,-9.0,-9.0,1.0,104,9,382,3.7,9,0.0,0.0,Career,2.0,0.0,Kansas State,2.0,9,1.0,,373,3.6,0.0,0.0,,
Career,7.9,,13,,,,,,,,,,0,,Santino Riccio,,22,,59.1,2,134,6.1,santino-riccio-1,5,,QB,,140.3,,,,,5,0,26,5.2,0,,,Career,,,Missouri,,,,,26,5.2,,,,
Career,7.8,,49,,,,,,,,,,3,,Erik Greenberg,,92,,53.3,6,737,8.0,erik-greenberg-1,14,,QB,,135.6,,,,,14,0,-30,-2.1,0,,,Career,,,Colorado,,,,,-30,-2.1,,,,
Career,4.0,,57,,,,,,,,,,3,,James Cox,,121,,47.1,2,573,4.7,james-cox-1,35,12,QB,,87.4,,,,,35,2,4,0.1,2,,,Career,,,Colorado,,2,,,4,0.1,,,,
Career,4.7,,296,,,,,,,,,,21,,Adam Barmann,,527,,56.2,19,3020,5.7,adam-barmann-1,105,18,QB,,108.2,0.0,1.0,1.0,1.0,104,3,83,0.8,3,,,Career,,,Kansas,,3,,,84,0.8,,,,
Career,3.9,,38,,,,,,,,,,2,,John Nielsen,,59,,64.4,1,299,5.1,john-nielsen-1,23,,QB,,105.8,,,,,23,0,0,0.0,0,,,Career,,,Kansas,,,,,0,0.0,,,,
Career,2.9,,42,,,,,,,,,,4,,Waye Terry,,96,,43.8,2,415,4.3,waye-terry-1,40,6,QB,,78.6,,,,,40,1,74,1.9,1,,,Career,,,Iowa State,,1,,,74,1.9,,,,
Career,7.9,0.0,444,,,,,,,,,,28,,Vince Young,,718,,61.8,44,6040,8.4,vince-young-1,458,230,QB,,144.9,0.0,48.0,48.0,1.0,457,37,3127,6.8,37,0.0,,Career,1.0,0.0,Texas,1.0,37,4.0,,3175,6.9,,,,
Career,1.1,,8,,,,,,,,,,1,,Matt Nordgren,,14,,57.1,0,60,4.3,matt-nordgren-1,17,12,QB,,78.9,,,,,17,2,79,4.6,2,,,Career,,,Texas,,2,,,79,4.6,,,,
Career,1.9,,6,,,,,,,,,,1,,Jamie Beeghley,,11,,54.5,0,66,6.0,jamie-beeghley-1,3,6,QB,,86.8,,,,,3,1,-4,-1.3,1,,,Career,,,Oklahoma State,,1,,,-4,-1.3,,,,
Career,7.0,0.0,26.0,,,,,,,,,,1.0,,Ty Branyon,,43.0,,60.5,2.0,306.0,7.1,ty-branyon-1,18,6,QB,,130.9,,,,,18.0,1.0,109.0,6.1,1,0.0,,Career,1.0,0.0,Texas A&M,1.0,1,,,109,6.1,,,,
Career,6.2,0.0,559,,,,,,,,,,17,,Shawn Bell,,914,,61.2,38,5666,6.2,shawn-bell-1,103,16,QB,,123.2,1.0,29.0,14.5,2.0,101,1,-212,-2.1,2,0.0,,Career,1.0,0.0,Baylor,1.0,2,2.0,,-183,-1.8,,,,
Career,8.8,,25,,,,,,,,,,2,,Charles Hales,,48,,52.1,5,412,8.6,charles-hales-1,32,6,QB,,150.2,1.0,74.0,12.3,6.0,26,0,61,2.3,1,,,Career,,,West Virginia,,1,,,135,4.2,,,,
Career,6.5,,480,0.0,0.0,,,,,,,,23,0.0,Luke Getsy,,918,,52.3,41,6149,6.7,luke-getsy-1,119,10,QB,0.0,118.3,0.0,24.0,24.0,1.0,118,1,-137,-1.2,1,,0.0,Career,,,Overall,,1,2.0,,-113,-0.9,,,,
Career,7.4,,207,,,,,,,,,,15,,Marcus Vick,,346,,59.8,19,2868,8.3,marcus-vick-1,188,44,QB,,138.9,1.0,82.0,20.5,4.0,184,6,482,2.6,7,,,Career,,,Virginia Tech,,7,1.0,,564,3.0,,,,
Career,7.0,,305,,,,,,,,,,17,,Paul Peterson,,502,,60.8,28,3718,7.4,paul-peterson-1,107,8,QB,,134.6,,,,,107,1,159,1.5,1,,,Career,,,Boston College,,1,1.0,,159,1.5,,,,
Career,5.3,,456.0,,,,,,,,,,25.0,,Perry Patterson,,862.0,,52.9,25.0,5220.0,6.1,perry-patterson-1,233,42,QB,,107.5,0.0,-8.0,-8.0,1.0,232,7,-40,-0.2,7,,,Career,,,Syracuse,,7,,,-48,-0.2,,,,
Career,6.1,,297,,,,,,,,,,12,,Walter Washington,,539,,55.1,18,3472,6.4,walter-washington-1,379,128,QB,,115.8,0.0,5.0,5.0,1.0,378,21,1468,3.9,21,,,Career,,,Temple,,21,1.0,,1473,3.9,,,,
Career,7.5,,27,,,,,,,,,,0,,Matt Gutierrez,,41,,65.9,1,286,7.0,matt-gutierrez-1,10,6,QB,,132.5,,,,,10,1,6,0.6,1,,,Career,,,Michigan,,1,,,6,0.6,,,,
Career,5.8,,158,,,,,,,,,,7,,Justin Zwick,,276,,57.2,7,1779,6.4,justin-zwick-1,55,6,QB,,114.7,,,,,55,1,56,1.0,1,,,Career,,,Ohio State,,1,,,56,1.0,,,,
Career,9.3,0.0,420.0,,,,,,,,,,13.0,0.0,Troy Smith,,670.0,,62.7,54.0,5720.0,8.5,troy-smith-1,293,86,QB,,157.1,,,,,293,14,1168,4.0,14,0.0,,Career,2.0,0.0,Ohio State,2.0,14,1.0,,1168,4.0,,,,
Career,7.3,0.0,665,,,,,,,,,,34,,Drew Tate,,1090,,61.0,61,8292,7.6,drew-tate-1,188,18,QB,,137.1,0.0,8.0,8.0,1.0,187,3,135,0.7,3,0.0,,Career,3.0,0.0,Iowa,3.0,3,,,143,0.8,,,,
Career,2.8,,42,,,,,,,,,,5,,Jason Manson,,85,,49.4,1,440,5.2,jason-manson-1,25,,QB,,85.0,0.0,22.0,7.3,3.0,22,0,93,4.2,0,,,Career,,,Iowa,,,,,115,4.6,,,,
Career,8.1,,513,0.0,0.0,,,,,,,,25,0.0,Bryan Cupito,0.0,918,,55.9,55,7446,8.1,bryan-cupito-1,92,4,QB,0.0,138.3,0.0,9.0,4.5,2.0,90.0,0.0,3.0,0.0,0,,0.0,Career,,,Minnesota,,0,2.0,,12,0.1,,,,
Career,7.2,0.0,543,,,,,,,,,,28,,Drew Stanton,,846,,64.2,42,6524,7.7,drew-stanton-1,335,108,QB,,138.7,1.0,16.0,5.3,3.0,332,15,1512,4.6,16,0.0,,Career,3.0,0.0,Michigan State,3.0,16,6.0,,1528,4.6,,,,
Career,7.7,2.0,534,,,,,,,,,,22,,John Stocco,,934,,57.2,47,7227,7.7,john-stocco-1,192,44,QB,,134.1,,,,,192,7,-144,-0.8,7,1.0,,Career,4.0,1.0,Wisconsin,6.0,7,1.0,,-144,-0.8,,,,
Career,6.0,,33,,,,,,,,,,0,,Graeme McFarland,,72,,45.8,4,355,4.9,graeme-mcfarland-1,10,,QB,,105.6,,,,,10,0,-17,-1.7,0,,,Career,,,Indiana,,,,,-17,-1.7,,,,
Career,4.4,,102,,,,,,,,,,6,,Chris Pazan,,179,,57.0,4,985,5.5,chris-pazan-1,16,,QB,,103.9,,,,,16,0,-70,-4.4,0,,,Career,,,Illinois,,,,,-70,-4.4,,,,
Career,4.5,0.0,241,,,,,,,,,,16,,Tim Brasic,,404,,59.7,11,2325,5.8,tim-brasic-1,173,30,QB,,109.1,,,,,173.0,5.0,497.0,2.9,5,0.0,,Career,2.0,0.0,Illinois,2.0,5,,,497,2.9,,,,
Career,8.0,,259,,,,,,,,,,11,,Brandon Hassell,,457,,56.7,20,3763,8.2,brandon-hassell-1,183,60,QB,,135.5,,,,,183,9,475,2.6,9,,,Career,,,Texas Christian,,9,3,,475,2.6,,,,
Career,5.1,,11.0,,,,,,,,,,2.0,,Kyle Kummer,,19.0,,57.9,1.0,166.0,8.7,kyle-kummer-1,12,,QB,,127.6,,,,,12,0,-10,-0.8,0,,,Career,,,Texas Christian,,,,,-10,-0.8,,,,
Career,4.5,,14,,,,,,,,,,2,,Justin Rascati,,24,,58.3,1,177,7.4,justin-rascati-1,8,6,QB,,117.4,,,,,8,1,57,7.1,1,,,Career,,,Louisville,,1,,,57,7.1,,,,
Career,8.9,,20,,,,,,,,,,1,,Bobby Robison,,37,,54.1,3,315,8.5,bobby-robison-1,4,,QB,,146.9,,,,,4.0,0.0,-7.0,-1.8,0,,,Career,,,Memphis,,,,,-7,-1.8,,,,
Career,8.5,0.0,964,0.0,0.0,,0.0,0.0,,,0.0,0.0,31,0.0,Kevin Kolb,0.0,1565,,61.6,85,12964,8.3,kevin-kolb-1,473,128,QB,0.0,145.1,0.0,8.0,8.0,1.0,472,21,751,1.6,21,0.0,0.0,Career,4.0,0.0,Houston,4.0,21,1.0,,759,1.6,0.0,0.0,,
Career,-45.0,,0,,,,,,,,,,1,,Shang Moore,,1,,0.0,0,0,0.0,shang-moore-1,10,,QB,,-200.0,0,38,4.2,9,1,0,-2,-2.0,0,,,Career,,,Houston,,,,,36,3.6,,,,
Career,5.6,0.0,135,,,,,,,,,,12,,Chris Williams,,261,,51.7,13,1752,6.7,chris-williams-6,82,26,QB,,115.4,,,,,82,4,153,1.9,4,0.0,,Career,1.0,0.0,UAB,1.0,4,1.0,,153,1.9,,,,
Career,7.0,,20,,,,,,,,,,2,,Curtis Falany,,36,,55.6,3,283,7.9,curtis-falany-1,12,,QB,,138.0,,,,,12,0,19,1.6,0,,,Career,,,UAB,,,,,19,1.6,,,,
Career,12.1,,4,,,,,,,,,,0,,Nick Cannon,,7,,57.1,1,65,9.3,nick-cannon-1,4,,QB,,182.3,,,,,4,0,-12,-3.0,0,,,Career,,,Tulane,,,,,-12,-3.0,,,,
Career,6.3,0.0,687,,,,,,,,,,35,,James Pinkney,,1189,,57.8,46,8173,6.9,james-pinkney-1,290,70,QB,,122.4,0.0,-12.0,-12.0,1.0,289,11,390,1.3,11,0.0,,Career,1.0,0.0,East Carolina,1.0,11,2.0,,378,1.3,,,,
Career,0.0,,0,,,,,,,,,,0,,Franco Johnson,,1,,0.0,0,0,0.0,franco-johnson-1,3,,QB,,0.0,0,0,,0,3,0,9,3.0,0,,,Career,,,Troy,,,,,9,3.0,,,,
Career,7.4,,929,,,,,,,,,,39,,Brady Quinn,,1602,,58.0,95,11762,7.3,brady-quinn-1,256,36,QB,,134.4,0.0,0.0,0.0,2.0,254,6,182,0.7,6,,,Career,,,Notre Dame,,6,,,182,0.7,,,,
Career,4.5,,135,,,,,,,,,,11,,Graham Gochneaur,,208,,64.9,8,1275,6.1,graham-gochneaur-1,67,20,QB,,118.5,,,,,67,3,322,4.8,3,,,Career,,,Marshall,,3,1.0,,322,4.8,,,,
Career,5.9,,178,,,,,,,,,,13,,Jimmy Skinner,,292,,61.0,14,2022,6.9,jimmy-skinner-1,27,,QB,,126.0,0.0,-10.0,-10.0,1.0,26.0,0.0,-68.0,-2.6,0,,,Career,,,Marshall,,,,,-78,-2.9,,,,
Career,0.0,,0,,,,,,,,,,0,,Jonathan Gill,,1,,0.0,0,0,0.0,jonathan-gill-1,1,,QB,,0.0,,,,,1,0,-11,-11.0,0,,,Career,,,Akron,,,,,-11,-11.0,,,,
Career,6.8,0.0,510,,,,,,,,,,26,,Steven Moffett,,860,,59.3,41,6199,7.2,steven-moffett-1,268,34,QB,,129.5,,,,,268,5,172,0.6,5,0.0,,Career,4.0,0.0,UCF,4.0,5,2.0,,172,0.6,,,,
Career,4.6,0.0,305,,,,,,,,,,25,,Austen Everson,,608,,50.2,18,3586,5.9,austen-everson-1,310,72,QB,,101.3,0.0,2.0,2.0,1.0,309,12,786,2.5,12,0.0,,Career,1.0,0.0,Ohio,1.0,12,,,788,2.5,,,,
Career,3.7,,146,,,,,,,,,,11,,P.J. Piskorik,,295,,49.5,8,1440,4.9,pj-piskorik-1,159,20,QB,,92.0,,,,,159,3,441,2.8,3,,,Career,,,Buffalo,,3,1.0,,441,2.8,,,,
Career,2.0,,40,,,,,,,,,,5,,Stewart Sampsel,,92,,43.5,2,371,4.0,stewart-sampsel-1,29,,QB,,73.7,,,,,29.0,0.0,44.0,1.5,0,,,Career,,,Buffalo,,,,,44,1.5,,,,
Career,9.7,,523,,,,,,,,,,11,,Omar Jacobs,,811,,64.5,71,6938,8.6,omar-jacobs-1,153,44,QB,,162.5,,,,,153,7,451,2.9,7,,,Career,,,Bowling Green State,,7,1.0,,451,2.9,,,,
Career,,,,,,,,,,,,,,,Will Myles,,,,,,,,will-myles-1,2,6,QB,,,1,46,23.0,2,,,,,1,,,Career,,,Bowling Green State,,1,,,46,23.0,,,,
Career,7.3,0.0,391,,,,,,,,,,12,,Joey Lynch,,613,,63.8,37,4292,7.0,joey-lynch-1,163,8,QB,,138.6,0.0,22.0,22.0,1.0,162.0,1.0,-298.0,-1.8,1,0.0,,Career,1.0,0.0,Ball State,1.0,1,1.0,,-276,-1.7,,,,
Career,5.8,,61,,,,,,,,,,3,,Jeff Perry,,105,,58.1,5,646,6.2,jeff-perry-1,19,12,QB,,119.8,0,28,28.0,1,18,2,7,0.4,2,,,Career,,,Central Michigan,,2,,,35,1.8,,,,
Career,1.0,,1,,,,,,,,,,0,,Joey Kearney,,4,,25.0,0,4,1.0,joey-kearney-1,3,,QB,,33.4,,,,,3,0,-3,-1.0,0,,,Career,,,Colorado State,,,,,-3,-1.0,,,,
Career,9.3,,57,,,,,,,,,,3,,Adam Fitch,,103,,55.3,9,911,8.8,adam-fitch-1,107,36,QB,,152.6,,,,,107,6,462,4.3,6,,,Career,,,Air Force,,6,,,462,4.3,,,,
Career,,,,,,,,,,,,,,,Travis Thurmond,,,,,,,,travis-thurmond-1,1,,QB,,,,,,,1,0,4,4.0,0,,,Career,,,Air Force,,,,,4,4.0,,,,
Career,4.8,,256.0,,,,,,,,,,16.0,,Matt Dlugolecki,,433.0,,59.1,10.0,2597.0,6.0,matt-dlugolecki-1,52,,QB,,109.7,0.0,2.0,2.0,1.0,51,0,-121,-2.4,0,,,Career,,,San Diego State,,,,,-119,-2.3,,,,
Career,7.8,1.0,885,,,,,,,,,,34,,John Beck,,1418,,62.4,79,11021,7.8,john-beck-1,268,54,QB,,141.3,0.0,3.0,3.0,1.0,267,9,38,0.1,9,0.0,,Career,1.0,0.0,Brigham Young,2.0,9,,,41,0.2,,,,
Career,4.9,0.0,244,,,,,,,,,,20,,Shane Steichen,,465,,52.5,22,2755,5.9,shane-steichen-1,127,32,QB,,109.3,,,,,127,5,399,3.1,5,0.0,,Career,1.0,0.0,UNLV,1.0,5,1.0,,399,3.1,,,,
Career,3.1,,5,,,,,,,,,,0,,Scott Turner,,14,,35.7,0,43,3.1,scott-turner-1,9,,QB,,61.5,,,,,9,0,24,2.7,0,,,Career,,,UNLV,,,,,24,2.7,,,,
Career,9.3,,807,,,,,,,,,,23,,Matt Leinart,,1245,,64.8,99,10693,8.6,matt-leinart-1,134,60,QB,,159.5,1.0,26.0,13.0,2.0,132,9,-70,-0.5,10,,,Career,,,USC,,10,,,-44,-0.3,,,,
Career,6.0,,141,,,,,,,,,,12,,Josh Swogger,,292,,48.3,15,1978,6.8,josh-swogger-1,48,2,QB,,113.9,,,,,48,0,-19,-0.4,0,,,Career,,,Washington State,,0,1.0,,-19,-0.4,,,,
Career,8.6,,424,,,,,,,,,,13,,Aaron Rodgers,,665,,63.8,43,5469,8.2,aaron-rodgers-1,161,54,QB,,150.3,0.0,10.0,10.0,1.0,160,8,336,2.1,8,,,Career,,,California,,8,3,,346,2.1,,,,
Career,5.0,,1,,,,,,,,,,0,,Richard Schwartz,,1,,100.0,0,5,5.0,richard-schwartz-1,,,QB,,142.0,,,,,,,,,,,,Career,,,California,,,,,,,,,,
Career,-8.3,,2,,,,,,,,,,1,,Colt Charles,,3,,66.7,0,20,6.7,colt-charles-1,,,QB,,56.0,,,,,,,,,,,,Career,,,Oregon State,,,,,,,,,,
Career,3.2,,128,,,,,,,,,,18,,Casey Paus,,300,,42.7,7,1630,5.4,casey-paus-1,42,,QB,,84.0,,,,,42,0,-86,-2.0,0,,,Career,,,Washington,,,,,-86,-2.0,,,,
Career,7.2,,269,,,,,,,,,,12,0.0,Isaiah Stanback,,523,,51.4,22,3868,7.4,isaiah-stanback-1,246,72,QB,,122.9,0.0,146.0,12.2,12.0,234,11,794,3.4,11,,,Career,,,Washington,,11,3.0,,940,3.8,,,,
Career,7.5,3.0,425,,,,,,,,,,21,,Sam Keller,,703,,60.5,40,5440,7.7,sam-keller-1,62,8,QB,,138.3,,,,,62,1,-255,-4.1,1,0.0,,Career,2.0,0.0,Overall,5.0,1,1.0,,-255,-4.1,,,,
Career,5.4,,487,,,,,,,,,,33,,Trent Edwards,,865,,56.3,36,5429,6.3,trent-edwards-1,227,12,QB,,115.1,0.0,-6.0,-6.0,1.0,226,2,199,0.9,2,,,Career,,,Stanford,,2,,,193,0.9,,,,
Career,4.4,,231,,,,,,,,,,21,,Kris Heavner,,416,,55.5,12,2529,6.1,kris-heavner-1,63,,QB,,106.0,,,,,63,0,-53,-0.8,0,,,Career,,,Arizona,,,,,-53,-0.8,,,,
Career,2.6,,33,,,,,,,,,,4,,Ryan O'Hara,,78,,42.3,2,341,4.4,ryan-ohara-1,12,,QB,,77.2,0,6,6.0,1,11,0,-19,-1.7,0,,,Career,,,Arizona,,,,,-13,-1.1,,,,
Career,6.5,1.0,57.0,,,,,,,,,,4.0,,Joe Tereshinski,,106.0,,53.8,4.0,794.0,7.5,joe-tereshinski-1,27,6,QB,,121.6,1.0,9.0,9.0,1.0,26,0,16,0.6,1,0.0,,Career,1.0,0.0,Georgia,2.0,1,,,25,0.9,,,,
Career,7.6,0.0,895,,,,,,,,,,42,,Chris Leak,,1458,,61.4,88,11213,7.7,chris-leak-1,312,82,QB,,140.1,0.0,29.0,29.0,1.0,311,13,137,0.4,13,0.0,,Career,1.0,0.0,Florida,1.0,13,2.0,,166,0.5,,,,
Career,6.8,,11.0,,,,,,,,,,1.0,,Gavin Dickey,,15.0,,73.3,1.0,127.0,8.5,gavin-dickey-1,11,,QB,,153.1,0.0,21.0,10.5,2.0,9,0,0,0.0,0,,,Career,,,Florida,,,,,21,1.9,,,,
Career,7.4,,11,,,,,,,,,,1,,Bennett Swygert,,21,,52.4,2,160,7.6,bennett-swygert-1,3,6,QB,,138.3,,,,,3,1,0,0.0,1,,,Career,,,South Carolina,,1,,,0,0.0,,,,
Career,2.8,,14,,,,,,,,,,3,,Mike Rathe,,26,,53.8,2,167,6.4,mike-rathe-1,9,,QB,,110.1,,,,,9,0,17,1.9,0,,,Career,,,South Carolina,,,,,17,1.9,,,,
Career,7.6,4.0,170,,,,,,,,,,13,0.0,Syvelle Newton,,300,,56.7,20,2474,8.2,syvelle-newton-1,276,78,QB,,139.3,3.0,673.0,11.0,61.0,215,10,786,3.7,13,1.0,,Career,16.0,1.0,South Carolina,20.0,13,,,1459,5.3,,,,
Career,5.6,,179,,,,,,,,,,9,,Micheal Spurlock,,345,,51.9,9,2162,6.3,micheal-spurlock-1,81,18,QB,,107.9,,,,,81,3,37,0.5,3,,,Career,,,Ole Miss,,3,,,37,0.5,,,,
Career,6.0,,20,,,,,,,,,,1,,Josh Sullivan,,28,,71.4,0,213,7.6,josh-sullivan-1,4,,QB,,128.2,,,,,4,0,8,2.0,0,,,Career,,,Auburn,,,,,8,2.0,,,,
Career,0.0,,0,,,,,,,5-10,,,0,,Wesley Hill,,1,,0.0,0,0,0.0,wesley-hill-1,1,,QB,,0.0,,,,,1,0,3,3.0,0,,,Career,,,Auburn,,,,197,3,3.0,,,,
Career,0.0,,0,,,,,,,,,,0,,Rhett Lashlee,,1,,0.0,0,0,0.0,rhett-lashlee-1,,,QB,,0.0,,,,,,,,,,,,Career,,,Arkansas,,,,,,,,,,
Career,0.0,,1,,,,,,,,,,0,,Aries Nelson,,1,,100.0,0,0,0.0,aries-nelson-1,1,,QB,,100.0,,,,,1,0,-1,-1.0,0,,,Career,,,Mississippi State,,,,,-1,-1.0,,,,
Career,5.4,,269.0,,,,,,,,,,15.0,,Omarr Conner,,508.0,,53.0,17.0,3070.0,6.0,omarr-conner-1,181,20,QB,0.0,108.9,0.0,397.0,12.8,31.0,150,3,230,1.5,3,,,Career,,,Mississippi State,,3,1.0,,627,3.5,,,,
Career,5.0,0.0,583,,,,,,,,,,38,,Jerry Babb,,1025,,56.9,30,6241,6.1,jerry-babb-1,338,118,QB,,110.3,,,,,338,19,1489,4.4,19,0.0,,Career,3.0,0.0,Louisiana,3.0,19,2.0,,1489,4.4,,,,
Career,5.4,,164,,,,,,,,,,10,,Eric Rekieta,,278,,59.0,11,1742,6.3,eric-rekieta-1,54,14,QB,,117.5,0.0,-3.0,-3.0,1.0,53,2,37,0.7,2,,,Career,,,Louisiana,,2,1.0,,34,0.6,,,,
Career,2.5,,26,,,,,,,,,,2,,Matt Lane,,52,,50.0,0,222,4.3,matt-lane-1,11,,QB,,78.2,,,,,11.0,0.0,-28.0,-2.5,0,,,Career,,,Louisiana,,,,,-28,-2.5,,,,
Career,5.3,0.0,328,,,,,,,,,,33,,Nick Noce,,628,,52.2,25,4343,6.9,nick-noce-1,225,50,QB,,112.9,,,,,225,8,498,2.2,8,0.0,,Career,1.0,0.0,Arkansas State,1.0,8,1.0,,498,2.2,,,,
Career,5.2,,8,,,,,,,,,,0,,Mike Clark,,20,,40.0,0,104,5.2,mike-clark-2,2,,QB,,83.7,,,,,2,0,4,2.0,0,,,Career,,,Arkansas State,,,,,4,2.0,,,,
Career,-22.5,,0,,,,,,,,,,1,,Brian Hicks,,2,,0.0,0,0,0.0,brian-hicks-1,5,6,QB,,-100.0,,,,,5,1,46,9.2,1,,,Career,,,Arkansas State,,1,,,46,9.2,,,,
Career,6.5,,668,,,,,,,,,,33,,Clint Marks,,1012,,66.0,37,7342,7.3,clint-marks-1,219,38,QB,,132.5,1.0,28.0,14.0,2.0,217,5,-107,-0.5,6,,,Career,,,Middle Tennessee State,,6,1.0,,-79,-0.4,,,,
Career,-1.1,1.0,13,,,0.0,0.0,0.0,,,0.0,0.0,4,,Bryan Black,,28,0.0,46.4,1,128,4.6,bryan-black-1,12,,QB,,68.0,0.0,0.0,,0.0,12,0,20,1.7,0,0.0,,Career,2.0,0.0,Utah State,3.0,,,,20,1.7,0.0,0.0,,
