,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,3.2,,76,,,,,,,,,,7,,Kelan Luker,,167,,45.5,3,786,4.7,kelan-luker-1,21,6,QB,,82.6,,,,,21,1,-154,-7.3,1,,,Career,,,SMU,,1,,,-154,-7.3,,,,
Career,6.2,,370,,,,,,,,,,24,,Zack Threadgill,,622,,59.5,28,4396,7.1,zack-threadgill-1,92,14,QB,,126.0,0.0,16.0,8.0,2.0,90,2,70,0.8,2,,,Career,,,Nevada,,2,1.0,,86,0.9,,,,
Career,1.8,,84,,,,,,,,,,13,,Jon Schaper,,199,,42.2,3,881,4.4,jon-schaper-1,74,12,QB,,71.3,,,,,74,2,199,2.7,2,,,Career,,,UTEP,,2,,,199,2.7,,,,
Career,6.4,,98,,,,,,,,,,4,,Omar Duarte,,189,,51.9,9,1212,6.4,omar-duarte-1,61,12,QB,,117.2,1.0,5.0,5.0,1.0,60,1,-16,-0.3,2,,,Career,,,UTEP,,2,,,-11,-0.2,,,,
Career,5.3,,282,,,,,,,,,,15,,Tyler Gooch,,508,,55.5,22,2925,5.8,tyler-gooch-1,197,26,QB,,112.3,,,,,197,3,580,2.9,3,,,Career,,,Tulsa,,3,4,,580,2.9,,,,
Career,5.6,,410,,,,,,,,,,30,,James Kilian,,758,,54.1,36,4865,6.4,james-kilian-1,333,120,QB,,115.8,0.0,35.0,8.8,4.0,329,19,1083,3.3,19,,,Career,,,Tulsa,,19,3.0,,1118,3.4,,,,
Career,6.8,,42,,,,,,,,,,2,,Fabian Walker,,70,,60.0,4,485,6.9,fabian-walker-1,15,,QB,,131.3,0.0,11.0,11.0,1.0,14,0,5,0.4,0,,,Career,,,Florida State,,,,,16,1.1,,,,
Career,8.2,,14,,,,,,,,,,0,,Orlando Evans,,22,,63.6,1,161,7.3,orlando-evans-1,8,,QB,,140.1,,,,,8,0,-19,-2.4,0,,,Career,,,Maryland,,,,,-19,-2.4,,,,
Career,7.0,0.0,408,,,,,,,,1.0,0.0,18,0.0,Marques Hagans,,655,,62.3,27,4877,7.4,marques-hagans-1,269,72,QB,1.0,132.9,0.0,273.0,9.1,30.0,239,11,902,3.8,11,0.0,,Career,1.0,0.0,Virginia,1.0,12,,,1175,4.4,,0.0,0.0,
Career,5.5,0.0,301,,,,,,,,,,24,,Jay Davis,,522,,57.7,19,3548,6.8,jay-davis-1,72,6,QB,,117.6,,,,,72.0,1.0,-203.0,-2.8,1,0.0,,Career,1.0,0.0,North Carolina State,1.0,1,,,-203,-2.8,,,,
Career,,,,,,,,,,,,,,,Chris Young,,,,,,,,chris-young-2,1,2,QB,,,,,,,1,0,3,3.0,0,,,Career,,,North Carolina State,,0,1,,3,3.0,,,,
Career,6.3,,817,,,,,,,,,,46,,Charlie Whitehurst,,1368,,59.7,49,9665,7.1,charlie-whitehurst-1,267,62,QB,,124.2,0.0,2.0,2.0,1.0,266,10,98,0.4,10,,,Career,,,Clemson,,10,1.0,,100,0.4,,,,
Career,-2.0,,1.0,,,,,,,,,,0.0,,Brian Camp,,1.0,,100.0,0.0,-2.0,-2.0,brian-camp-1,2,,QB,,83.2,,,,,2.0,0.0,-6.0,-3.0,0,,,Career,,,Georgia Tech,,,,,-6,-3.0,,,,
Career,5.8,,331,,,,,,,,,,20,,Cory Randolph,,572,,57.9,16,3899,6.8,cory-randolph-1,252,42,QB,,117.4,0.0,67.0,33.5,2.0,250,7,743,3.0,7,,,Career,,,Wake Forest,,7,,,810,3.2,,,,
Career,5.6,,91,,,,,,,,,,5,,C.J. Stephens,,174,,52.3,5,1107,6.4,cj-stephens-1,43,6,QB,,109.5,,,,,43,1,-28,-0.7,1,,,Career,,,North Carolina,,1,,,-28,-0.7,,,,
Career,6.1,0.0,224,,,,,,,,,,14,,Matt Baker,,426,,52.6,12,2968,7.0,matt-baker-1,98,14,QB,,113.8,0.0,-3.0,-3.0,1.0,97,2,-42,-0.4,2,0.0,,Career,1.0,0.0,North Carolina,1.0,2,1.0,,-45,-0.5,,,,
Career,3.8,,76,,,,,,,,,,8,,Chris Dapolito,,159,,47.8,7,819,5.2,chris-dapolito-1,91,14,QB,0.0,95.5,,,,,91,2,187,2.1,2,,,Career,,,Duke,,2,1.0,,187,2.1,,,,
Career,6.3,,690,,,,,,,,,,33,,Joel Klatt,,1128,,61.2,46,7708,6.8,joel-klatt-1,169,20,QB,,126.2,0.0,18.0,18.0,1.0,168.0,3.0,-146.0,-0.9,3,,,Career,,,Colorado,,3,1.0,,-128,-0.8,,,,
Career,7.1,,44,,,,,,,,,,3,,Jeff Schwinn,,80,,55.0,2,666,8.3,jeff-schwinn-1,58,18,QB,,125.7,,,,,58,3,196,3.4,3,,,Career,,,Kansas State,,3,,,196,3.4,,,,
Career,5.7,0.0,818,,,,,,,,,,32,,Brad Smith,,1454,,56.3,56,8644,5.9,brad-smith-1,787,282,QB,,114.5,1,130,16.3,8,779,44,4193,5.4,45,0.0,,Career,2.0,0.0,Missouri,2.0,45,6.0,,4323,5.5,,,,
Career,7.2,,310,,,,,,,,,,12,,Bill Whittemore,,568,,54.6,29,4051,7.1,bill-whittemore-1,265,132,QB,,127.1,0.0,16.0,16.0,1.0,264,21,1083,4.1,21,,,Career,,,Kansas,,21,3,,1099,4.1,,,,
Career,4.5,,172,,,,,,,,,,15,,Brian Luke,,330,,52.1,12,1933,5.9,brian-luke-1,80,18,QB,,104.2,,,,,80,2,-45,-0.6,2,,,Career,,,Kansas,,2,3.0,,-45,-0.6,,,,
Career,7.3,0.0,246,,,,,,,,,,14,,Paul Thompson,,409,,60.1,26,3095,7.6,paul-thompson-1,117,38,QB,,137.8,0.0,106.0,9.6,11.0,106,6,335,3.2,6,0.0,,Career,2.0,0.0,Oklahoma,2.0,6,1.0,,441,3.8,,,,
Career,0.0,,0,,,,,,,,,,0,,Michael Cox,,2,,0.0,0,0,0.0,michael-cox-2,1,,QB,,0.0,,,,,1,0,1,1.0,0,,,Career,,,Oklahoma State,,,,,1,1.0,,,,
Career,7.0,,461,,,,,,,,,,19,,Sonny Cumbie,,704,,65.5,33,5116,7.3,sonny-cumbie-1,58,14,QB,,136.6,,,,,58.0,2.0,-166.0,-2.9,2,,,Career,,,Texas Tech,,2,1.0,,-166,-2.9,,,,
Career,8.0,0.0,360,,,,,,,,,,13,,Cody Hodges,,543,,66.3,33,4267,7.9,cody-hodges-1,112,20,QB,,147.6,,,,,112.0,3.0,224.0,2.0,3,0.0,,Career,2.0,0.0,Texas Tech,2.0,3,1.0,,224,2.0,,,,
Career,6.2,,240,,,,,,,,,,22,,Dustin Long,,437,,54.9,23,3218,7.4,dustin-long-1,70,6,QB,,124.1,,,,,70,1,-21,-0.3,1,,,Career,,,Texas A&M,,1,,,-21,-0.3,,,,
Career,7.8,0.0,478,,,,,,,,,,23,,Reggie McNeal,,875,,54.6,44,6992,8.0,reggie-mcneal-1,411,90,QB,,133.1,,,,,411,15,1889,4.6,15,0.0,,Career,2.0,0.0,Texas A&M,2.0,15,,,1889,4.6,,,,
Career,3.2,,25,,,,,,,,,,3,,Marc Guillon,,51,,49.0,2,259,5.1,marc-guillon-1,1,,QB,,92.9,0.0,0.0,,0.0,1.0,0.0,-1.0,-1.0,0,,,Career,,,Overall,,,,,-1,-1.0,,,,
Career,5.9,,169,0.0,0.0,,,,,,,,17,0.0,Danny Embick,0.0,319,,53.0,17,2309,7.2,danny-embick-1,121,12,QB,0.0,120.7,0.0,0.0,,0.0,121,2,275,2.3,2,,0.0,Career,,,Overall,,2,0.0,,275,2.3,,,,
Career,7.9,0.0,645,,,,,,,,,,25,,Tyler Palko,,1075,,60.0,66,8343,7.8,tyler-palko-1,275,80,QB,,140.8,,,,,275,12,86,0.3,12,0.0,,Career,3.0,0.0,Pitt,3.0,12,4.0,,86,0.3,,,,
Career,1.8,,3,,,,,,,,,,0,,Will Hunt,,5,,60.0,0,9,1.8,will-hunt-1,1,,QB,,75.1,,,,,1,0,11,11.0,0,,,Career,,,Virginia Tech,,,,,11,11.0,,,,
Career,,,,,,,,,,,,,,,Xzavier Gaines,,,,,,,,xzavier-gaines-1,10,,QB,,,0.0,0.0,,0.0,10,0,24,2.4,0,,,Career,,,Syracuse,,,,,24,2.4,,,,
Career,5.9,,735,,,,,,,,,,52,,Ryan Hart,,1217,,60.4,52,8482,7.0,ryan-hart-1,142,16,QB,,124.5,0.0,-10.0,-10.0,1.0,141,2,-333,-2.4,2,,,Career,,,Rutgers,,2,2.0,,-343,-2.4,,,,
Career,,,,,,,,,,,,,,,Jim Otis,,,,,,,,jim-otis-1,1,,QB,,,,,,,1,0,2,2.0,0,,,Career,,,Ohio State,,,,,2,2.0,,,,
Career,6.5,,177,,,,,,,,,,10,,Nathan Chandler,,327,,54.1,19,2201,6.7,nathan-chandler-1,94,36,QB,,123.7,,,,,94,6,146,1.6,6,,,Career,,,Iowa,,6,,,146,1.6,,,,
Career,6.0,,248,,,,,,,6-2,,,21,,Michael Robinson,,505,,49.1,23,3531,7.0,michael-robinson-1,421,138,QB,0.0,114.6,3.0,629.0,12.1,52.0,369,20,1637,4.4,23,,,Career,,,Penn State,,23,,217,2266,5.4,,,,
Career,0.2,,8,,,,,,,,,,1,,Chris Ganter,,31,,25.8,0,52,1.7,chris-ganter-1,7,8,QB,,33.4,,,,,7,1,14,2.0,1,,,Career,,,Penn State,,1,1.0,,14,2.0,,,,
Career,6.7,,292,,,,,,,,,,16,,Brandon Kirsch,,489,,59.7,23,3532,7.2,brandon-kirsch-1,165,30,QB,,129.4,,,,,165,5,757,4.6,5,,,Career,,,Purdue,,5,,,757,4.6,,,,
Career,6.2,,913,,,,,,,,,,36,,Brett Basanez,,1584,,57.6,44,10580,6.7,brett-basanez-1,391,112,QB,,118.4,,,,,391,18,996,2.5,18,,,Career,,,Northwestern,,18,2.0,,996,2.5,,,,
Career,4.1,,18,,,,,,,,,,2,,Alexander Webb,,39,,46.2,0,250,6.4,alexander-webb-1,16,,QB,,89.7,,,,,16,0,37,2.3,0,,,Career,,,Northwestern,,,,,37,2.3,,,,
Career,6.5,,253,,,,,,,,,,12,,Tye Gunn,,460,,55.0,19,3131,6.8,tye-gunn-1,152,30,QB,,120.6,,,,,152,5,258,1.7,5,,,Career,,,Texas Christian,,5,,,258,1.7,,,,
Career,,,,,,,,,,,,,,,John Leonard,,,,,,,,john-leonard-1,3,,QB,,,,,,,3,0,19,6.3,0,,,Career,,,Cincinnati,,,,,19,6.3,,,,
Career,6.8,,538,,,,,,,,,,28,,Dustin Almond,,1052,,51.1,51,7342,7.0,dustin-almond-1,264,82,QB,,120.4,0.0,2.0,1.0,2.0,262,13,260,1.0,13,,,Career,,,Southern Mississippi,,13,2.0,,262,1.0,,,,
Career,7.9,0.0,694,,,,,,,,,,33,,Darrell Hackney,,1246,,55.7,71,9886,7.9,darrell-hackney-1,256,38,QB,,135.9,0.0,-2.0,-2.0,1.0,255,6,92,0.4,6,0.0,,Career,3.0,0.0,UAB,3.0,6,1.0,,90,0.4,,,,
Career,3.3,,169,,,,,,,,,,17,,Desmond Robinson,,284,,59.5,4,1630,5.7,desmond-robinson-1,104,18,QB,,100.4,0.0,28.0,7.0,4.0,100,3,162,1.6,3,,,Career,,,East Carolina,,3,,,190,1.8,,,,
Career,5.3,,233,,,,,,,,,,26,,Nick Eddy,,447,,52.1,22,3077,6.9,nick-eddy-1,60,22,QB,,114.6,,,,,60,3,-74,-1.2,3,,,Career,,,Houston,,3,2.0,,-74,-1.2,,,,
Career,5.0,,45,,,,,,,,,,4,,Barrick Nealy,,84,,53.6,3,542,6.5,barrick-nealy-1,36,12,QB,,110.0,,,,,36,2,190,5.3,2,,,Career,,,Houston,,2,,,190,5.3,,,,
Career,7.8,,7,,,,,,,,,,0,,Torrence Botts,,11,,63.6,0,86,7.8,torrence-botts-1,15,,QB,,129.3,,,,,15,0,39,2.6,0,,,Career,,,Houston,,,,,39,2.6,,,,
Career,-7.0,,1,,,,,,,,,,1,,Jeff Hilliard,,5,,20.0,0,10,2.0,jeff-hilliard-1,2,,QB,,-3.2,,,,,2,0,-4,-2.0,0,,,Career,,,Memphis,,,,,-4,-2.0,,,,
Career,4.6,,632,,,,,,,,,,48,,Zac Dahman,,1184,,53.4,36,6904,5.8,zac-dahman-1,152,12,QB,,104.3,0.0,-11.0,-11.0,1.0,151,1,-406,-2.7,1,,,Career,,,Army,,1,3.0,,-417,-2.7,,,,
Career,2.7,,50.0,,,,,,,,,,7.0,,Matt Silva,,116.0,,43.1,2.0,587.0,5.1,matt-silva-1,22,8,QB,,79.2,,,,,22,1,7,0.3,1,,,Career,,,Army,,1,1.0,,7,0.3,,,,
Career,5.9,,7,,,,,,,,,,0,,Laron Bybee,,13,,53.8,0,77,5.9,laron-bybee-1,9,,QB,,103.6,,,,,9,0,15,1.7,0,,,Career,,,Army,,,,,15,1.7,,,,
Career,0.0,,0.0,,,,,,,,,,0.0,,Connor Crehan,,1.0,,0.0,0.0,0.0,0.0,connor-crehan-1,1,,QB,,0.0,,,,,1.0,0.0,14.0,14.0,0,,,Career,,,Army,,,,,14,14.0,,,,
Career,-15.0,,0,,,,,,,,,,2,,David Mullins,,6,,0.0,0,0,0.0,david-mullins-1,4,,QB,,-66.7,,,,,4,0,-13,-3.3,0,,,Career,,,South Florida,,,,,-13,-3.3,,,,
Career,2.0,,45,,,,,,,,,,7,,Pat Dillingham,,87,,51.7,1,465,5.3,pat-dillingham-1,6,,QB,,84.3,,,,,6.0,0.0,-35.0,-5.8,0,,,Career,,,Notre Dame,,,,,-35,-5.8,,,,
Career,,,,,,,,,,,,,,,Dan Novakov,,,,,,,,dan-novakov-1,1,,QB,,,,,,,1,0,-1,-1.0,0,,,Career,,,Notre Dame,,,,,-1,-1.0,,,,
Career,6.4,,916,,,,,,,,,,51,,Dan Orlovsky,,1567,,58.5,84,10706,6.8,dan-orlovsky-1,143,38,QB,,127.0,,,,,143,6,-285,-2.0,6,,,Career,,,Connecticut,,6,1.0,,-285,-2.0,,,,
Career,11.2,,12,,,,,,,,,,0,,Jermell Williams,,22,,54.5,1,226,10.3,jermell-williams-1,19,6,QB,,155.8,,,,,19,1,31,1.6,1,,,Career,,,Connecticut,,1,,,31,1.6,,,,
Career,,,,,,,,,,,,,,,Jeff Larson,,,,,,,,jeff-larson-1,2,,QB,,,,,,,2,0,-1,-0.5,0,,,Career,,,Connecticut,,,,,-1,-0.5,,,,
Career,2.7,,161,,,,,,,,,,22,,Hansell Bearden,,364,,44.2,8,1830,5.0,hansell-bearden-1,126,14,QB,,81.6,,,,,126,2,205,1.6,2,,,Career,,,Troy,,2,1.0,,205,1.6,,,,
Career,-2.3,,7,,,,,,,,,,2,,Matt Ray,,11,,63.6,0,65,5.9,matt-ray-1,14,6,QB,,76.9,,,,,14,1,-23,-1.6,1,,,Career,,,Troy,,1,,,-23,-1.6,,,,
Career,0.0,,0,,,,,,,,,,0,,Kacson Maddox,,2,,0.0,0,0,0.0,kacson-maddox-1,3,,QB,,0.0,0,0,,0,3,0,6,2.0,0,,,Career,,,Troy,,,,,6,2.0,,,,
Career,,,,,,,,,,,,,,,Josh Russell,,,,,,,,josh-russell-1,2,,QB,,,0,0,,0,2,0,-12,-6.0,0,,,Career,,,Troy,,,,,-12,-6.0,,,,
Career,7.3,,541,,,,,,,,,,30,,Josh Betts,,929,,58.2,54,7029,7.6,josh-betts-1,134,40,QB,,134.5,,,,,134,6,60,0.4,6,,,Career,,,Miami (OH),,6,2.0,,60,0.4,,,,
Career,3.0,,1.0,,,,,,,,,,0.0,,J.D. Vonderheide,,1.0,,100.0,0.0,3.0,3.0,jd-vonderheide-1,2,,QB,,125.2,,,,,2,0,-12,-6.0,0,,,Career,,,Miami (OH),,,,,-12,-6.0,,,,
Career,1.6,,53,,,,,,,,,,8,,Darryl Polk,,107,,49.5,2,493,4.6,darryl-polk-1,28,,QB,,79.5,,,,,28.0,0.0,48.0,1.7,0,,,Career,,,Kent State,,,,,48,1.7,,,,
Career,13.9,,5,,,,,,,,,,0,,Michael Radon,,10,,50.0,1,119,11.9,michael-radon-1,6,,QB,,183.0,,,,,6,0,-37,-6.2,0,,,Career,,,Buffalo,,,,,-37,-6.2,,,,
Career,5.4,,12,,,,,,,,,,1,,Ryan Gilbert,,21,,57.1,1,139,6.6,ryan-gilbert-3,6,6,QB,,118.9,,,,,6,1,-23,-3.8,1,,,Career,,,Northern Illinois,,1,,,-23,-3.8,,,,
Career,5.1,,30,,,,,,,,,,1,,Cedric Stevens,,46,,65.2,2,241,5.2,cedric-stevens-1,9,,QB,,119.2,,,,,9,0,47,5.2,0,,,Career,,,Toledo,,,,,47,5.2,,,,
Career,8.6,0.0,766,,,,,,,,,,27,,Bruce Gradkowski,,1123,,68.2,85,9225,8.2,bruce-gradkowski-1,250,86,QB,,157.4,0.0,-1.0,-0.5,2.0,248,14,1018,4.1,14,0.0,,Career,1.0,0.0,Toledo,1.0,14,1.0,,1017,4.1,,,,
Career,6.2,,312,,,,,,,,,,30,,Chad Munson,,575,,54.3,32,4283,7.4,chad-munson-1,68,,QB,,124.8,0.0,5.0,5.0,1.0,67,0,-205,-3.1,0,,,Career,,,Western Michigan,,,,,-200,-2.9,,,,
Career,6.7,,89,,,,,,,,,,7,,Blayne Baggett,,146,,61.0,10,1093,7.5,blayne-baggett-1,29,,QB,,136.9,0.0,9.0,9.0,1.0,28,0,-7,-0.3,0,,,Career,,,Western Michigan,,,,,2,0.1,,,,
Career,6.6,,453,,,,,,,,,,15,,Kent Smith,,785,,57.7,33,5179,6.6,kent-smith-1,284,110,QB,,123.2,,,,,284,18,900,3.2,18,,,Career,,,Central Michigan,,18,1.0,,900,3.2,,,,
Career,3.8,,35,,,,,,,,,,2,,Grant Arnoldink,,71,,49.3,1,342,4.8,grant-arnoldink-1,19,,QB,,88.8,,,,,19,0,0,0.0,0,,,Career,,,Central Michigan,,,,,0,0.0,,,,
Career,3.9,,135,,,,,,,,,,11,,Chinedu Okoro,,253,,53.4,6,1374,5.4,chinedu-okoro-1,47,12,QB,,98.1,,,,,47.0,2.0,-164.0,-3.5,2,,,Career,,,Eastern Michigan,,2,,,-164,-3.5,,,,
Career,7.3,,426,,,,,,,,,,32,,Justin Holland,,681,,62.6,36,5668,8.3,justin-holland-1,69,,QB,,140.5,,,,,69,0,-291,-4.2,0,,,Career,,,Colorado State,,,,,-291,-4.2,,,,
Career,-2.4,,7,,,,,,,,,,3,,Justin Millea,,24,,29.2,0,78,3.3,justin-millea-1,44,18,QB,,31.5,,,,,44,3,243,5.5,3,,,Career,,,New Mexico,,3,,,243,5.5,,,,
Career,5.5,1.0,279,,,,,,,,,,22,,Kole McKamey,,505,,55.2,21,3359,6.7,kole-mckamey-1,274,60,QB,,116.1,0.0,18.0,18.0,1.0,273,10,841,3.1,10,0.0,,Career,1.0,0.0,New Mexico,2.0,10,,,859,3.1,,,,
Career,,,,,,,,,,,,,,,Brad Baca,,,,,,,,brad-baca-1,6,,QB,,,,,,,6,0,37,6.2,0,,,Career,,,Air Force,,,,,37,6.2,,,,
Career,5.8,,159,,,,,,,,,,10,,Brett Elliott,,280,,56.8,12,1833,6.5,brett-elliott-1,53,18,QB,,118.8,,,,,53,3,42,0.8,3,,,Career,,,Utah,,3,,,42,0.8,,,,
Career,9.9,,389,,,,,,,,,,8,,Alex Smith,,587,,66.3,47,5203,8.9,alex-smith-3,289,90,QB,,164.4,0.0,38.0,12.7,3.0,286,15,1072,3.7,15,,,Career,,,Utah,,15,,,1110,3.8,,,,
Career,4.9,,273,,,,,,,,,,24,,Matt Berry,,449,,60.8,15,2994,6.7,matt-berry-1,93,20,QB,,117.1,0.0,19.0,19.0,1.0,92.0,3.0,-146.0,-1.6,3,,,Career,,,Brigham Young,,3,1.0,,-127,-1.4,,,,
Career,6.1,0.0,417,,,,,,,,,,31,,Corey Bramlet,,707,,59.0,29,5149,7.3,corey-bramlet-1,213,44,QB,,124.9,,,,,213,7,358,1.7,7,0.0,,Career,2.0,0.0,Wyoming,2.0,7,1.0,,358,1.7,,,,
Career,6.1,,7,,,,,,,,,,0,,Chris Hurd,,10,,70.0,0,61,6.1,chris-hurd-2,1,,QB,,121.2,,,,,1,0,-13,-13.0,0,,,Career,,,Washington State,,,,,-13,-13.0,,,,
Career,5.7,,27.0,,,,,,,,,,0.0,,Chad Christensen,,64.0,,42.2,3.0,302.0,4.7,chad-christensen-1,39,6,QB,,97.3,0.0,19.0,9.5,2.0,37,1,39,1.1,1,,,Career,,,Arizona State,,1,,,58,1.5,,,,
Career,0.9,,4,,,,,,,,,,1,,Andy Goodenough,,8,,50.0,0,52,6.5,andy-goodenough-1,,,QB,,79.6,,,,,,,,,,,,Career,,,Arizona State,,,,,,,,,,
Career,7.1,,22,,,,,,,,,,1,,Adam Rothenfluh,,38,,57.9,2,276,7.3,adam-rothenfluh-1,12,,QB,,131.0,,,,,12,0,-24,-2.0,0,,,Career,,,Oregon State,,,,,-24,-2.0,,,,
Career,7.3,1.0,664,,,,,,,,,,32,,Drew Olson,,1148,,57.8,67,8532,7.4,drew-olson-1,199,16,QB,,134.0,,,,,199,2,-208,-1.0,2,0.0,,Career,1.0,0.0,UCLA,2.0,2,2.0,,-208,-1.0,,,,
Career,6.6,0.0,525,,,,,,,,,,32,,Matt Moore,,898,,58.5,33,6700,7.5,matt-moore-1,166,48,QB,,126.1,,,,,166,8,-226,-1.4,8,0.0,,Career,3.0,0.0,Overall,3.0,8,,,-226,-1.4,,,,
Career,4.2,,5,,,,,,,,,,1,,John Sciarra,,12,,41.7,1,75,6.3,john-sciarra-1,4,,QB,,105.0,,,,,4,0,-52,-13.0,0,,,Career,,,UCLA,,,,,-52,-13.0,,,,
Career,7.7,0.0,613,,,,,,,,,,24,,Kellen Clemens,,1005,,61.0,61,7555,7.5,kellen-clemens-1,274,42,QB,,139.4,0.0,13.0,13.0,1.0,273,6,535,2.0,6,0.0,,Career,1.0,0.0,Oregon,1.0,6,3.0,,548,2.0,,,,
Career,3.0,,1,,,,,,,,,,0,,Scott Vossmeyer,,2,,50.0,0,6,3.0,scott-vossmeyer-1,,,QB,,75.2,,,,,,,,,,,,Career,,,Oregon,,,,,,,,,,
Career,5.0,,37.0,,,,,,,,,,3.0,,Nic Costa,,95.0,,38.9,5.0,512.0,5.4,nic-costa-1,37,6,QB,,95.3,0.0,0.0,0.0,1.0,36,1,59,1.6,1,,,Career,,,Arizona,,1,,,59,1.6,,,,
Career,4.4,,127.0,,,,,,,,,,10.0,,Kyle Matter,,232.0,,54.7,8.0,1319.0,5.7,kyle-matter-1,72,20,QB,,105.3,,,,,72,3,79,1.1,3,,,Career,,,Stanford,,3,1.0,,79,1.1,,,,
Career,-2.6,,7,,,,,,,,,,3,,Ryan Eklund,,18,,38.9,1,69,3.8,ryan-eklund-1,2,,QB,,56.1,,,,,2.0,0.0,-13.0,-6.5,0,,,Career,,,Stanford,,,,,-13,-6.5,,,,
Career,8.6,,240,,,,,,,,,,9,,D.J. Shockley,,443,,54.2,34,3555,8.0,dj-shockley-1,156,42,QB,,142.8,0.0,5.0,2.5,2.0,154,7,643,4.2,7,,,Career,,,Georgia,,7,,,648,4.2,,,,
Career,8.3,,54,,,,,,,,,,2,,Ingle Martin,,87,,62.1,3,750,8.6,ingle-martin-1,27,,QB,,141.3,0.0,14.0,7.0,2.0,25,0,70,2.8,0,,,Career,,,Florida,,,,,84,3.1,,,,
Career,10.2,,17.0,,,,,,,,,,0.0,,James Banks,,31.0,,54.8,2.0,277.0,8.9,james-banks-1,84,44,QB,0.0,151.2,6.0,621.0,14.8,42.0,42,1,78,1.9,7,,,Career,,,Tennessee,,7,1.0,,699,8.3,,,,
Career,6.0,,1,,,,,,,,,,0,,Dan Lumley,,1,,100.0,0,6,6.0,dan-lumley-1,1,6,QB,,150.4,,,,,1,1,1,1.0,1,,,Career,,,Kentucky,,1,,,1,1.0,,,,
Career,6.6,0.0,710,,,,,,,,,,36,,Jay Cutler,,1242,,57.2,59,8697,7.0,jay-cutler-1,453,106,QB,,125.9,,,,,453,17,1256,2.8,17,0.0,,Career,1.0,0.0,Vanderbilt,1.0,17,2.0,,1256,2.8,,,,
Career,7.1,,488,,,,,,,,,,22,,Brodie Croyle,,869,,56.2,41,6382,7.3,brodie-croyle-1,183,26,QB,,128.4,,,,,183,4,-177,-1.0,4,,,Career,,,Alabama,,4,1.0,,-177,-1.0,,,,
Career,4.6,,96,,,,,,,,,,9,,Spencer Pennington,,182,,52.7,5,1134,6.2,spencer-pennington-1,31,,QB,,104.3,,,,,31,0,-82,-2.6,0,,,Career,,,Alabama,,,,,-82,-2.6,,,,
Career,11.0,,1.0,,,,,,,,,,0.0,,Dowell Loggains,,1.0,,100.0,0.0,11.0,11.0,dowell-loggains-1,2,,QB,,192.4,,,,,2.0,0.0,5.0,2.5,0,,,Career,,,Arkansas,,,,,5,2.5,,,,
Career,6.1,,206,,,,,,,,,,12,,Rick Clausen,,357,,57.7,14,2425,6.8,rick-clausen-1,35,18,QB,,121.0,,,,,35,3,-80,-2.3,3,,,Career,,,Overall,,3,,,-80,-2.3,,,,
Career,,,,,,,,,,,,,,,Chad Pilcher,,,,,,,,chad-pilcher-1,2,,QB,,,,,,,2,0,1,0.5,0,,,Career,,,Ole Miss,,,,,1,0.5,,,,
Career,2.4,,122,,,,,,,,,,19,,Kyle York,,250,,48.8,7,1324,5.3,kyle-york-1,33,6,QB,,87.3,,,,,33,1,22,0.7,1,,,Career,,,Mississippi State,,1,,,22,0.7,,,,
Career,4.2,,95,,,,,,,,,,12,,Andrew Smith,,209,,45.5,8,1267,6.1,andrew-smith-3,88,8,QB,,97.5,,,,,88,1,-83,-0.9,1,,,Career,,,North Texas,,1,1.0,,-83,-0.9,,,,
Career,3.5,,1.0,,,,,,,,,,0.0,,Carl Scaffidi,,2.0,,50.0,0.0,7.0,3.5,carl-scaffidi-1,2,,QB,,79.4,,,,,2,0,5,2.5,0,,,Career,,,New Mexico State,,,,,5,2.5,,,,
Career,6.7,,295,0.0,,,,,,,,,10,,Andrico Hines,,496,,59.5,13,3495,7.0,andrico-hines-1,257,100,QB,,123.3,,,,,257,16,801,3.1,16,,,Career,,,Middle Tennessee State,,16,2,,801,3.1,,,,
Career,-7.4,,2,,,,,,,,,,1,,Andre Green,,5,,40.0,0,8,1.6,andre-green-1,9,,QB,,13.4,,,,,9,0,32,3.6,0,,,Career,,,Middle Tennessee State,,,,,32,3.6,,,,
Career,5.4,,61,,,,,,,,,,4,,Josh Harris,,99,,61.6,5,613,6.2,josh-harris-1,39,6,QB,,122.2,,,,,39,1,-7,-0.2,1,,,Career,,,Middle Tennessee State,,1,,,-7,-0.2,,,,
Career,5.5,0.0,795,,,,,,,,,,43,,Steven Jyles,,1473,,54.0,55,8987,6.1,steven-jyles-1,440,128,QB,,111.7,0.0,66.0,16.5,4.0,436,21,1247,2.9,21,0.0,,Career,1.0,0.0,Louisiana-Monroe,1.0,21,1.0,,1313,3.0,,,,
